cost_mean,cost_std,min_R_mean_m,n_success,n_total,name,path_points_mean,plan_time_mean,plan_time_p95,success_rate,viol_mean
23.631813755758014,0.5747957266382718,2.598076211353316,3,3,AStar26,10.0,0.0903182824452718,0.10276141166687011,1.0,2.0
31.260695396062754,1.504029143959523,0.7071067811865476,3,3,FMM_single,27.666666666666668,0.019959370295206707,0.020814728736877442,1.0,2.0
31.260695396062754,1.504029143959523,0.7071067811865476,3,3,FMM_hier,27.666666666666668,0.04870827992757162,0.05017576217651367,1.0,2.0
10.277607379136432,5.325498953597791,4.089743857666153,3,3,FMM_hier_UAV,16.666666666666668,0.06115428606669108,0.06950623989105224,1.0,1.0
